ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
LAS,"Las Vegas, NV",FCA,"Kalispell, MT"
LAS,"Las Vegas, NV",XNA,"Fayetteville, AR"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",GRR,"Grand Rapids, MI"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",SCK,"Stockton, CA"
LAS,"Las Vegas, NV",CCR,"Concord, CA"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",PSP,"Palm Springs, CA"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",DAL,"Dallas, TX"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",OMA,"Omaha, NE"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",COS,"Colorado Springs, CO"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",OMA,"Omaha, NE"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",COS,"Colorado Springs, CO"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",CDC,"Cedar City, UT"
LAS,"Las Vegas, NV",SGU,"St. George, UT"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",MEM,"Memphis, TN"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",LGB,"Long Beach, CA"
LAS,"Las Vegas, NV",YKM,"Yakima, WA"
LAS,"Las Vegas, NV",BZN,"Bozeman, MT"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",BDL,"Hartford, CT"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",BOS,"Boston, MA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",RIC,"Richmond, VA"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",BOS,"Boston, MA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",LGB,"Long Beach, CA"
LAS,"Las Vegas, NV",BOI,"Boise, ID"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",CMH,"Columbus, OH"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BWI,"Baltimore, MD"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",MAF,"Midland/Odessa, TX"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",DAL,"Dallas, TX"
LAS,"Las Vegas, NV",RDU,"Raleigh/Durham, NC"
LAS,"Las Vegas, NV",HOU,"Houston, TX"
LAS,"Las Vegas, NV",PIT,"Pittsburgh, PA"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",TUL,"Tulsa, OK"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MDW,"Chicago, IL"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",TUS,"Tucson, AZ"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",LIT,"Little Rock, AR"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",BUF,"Buffalo, NY"
LAS,"Las Vegas, NV",STL,"St. Louis, MO"
LAS,"Las Vegas, NV",LGB,"Long Beach, CA"
LAS,"Las Vegas, NV",BOI,"Boise, ID"
LAS,"Las Vegas, NV",ONT,"Ontario, CA"
LAS,"Las Vegas, NV",SAT,"San Antonio, TX"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",CMH,"Columbus, OH"
LAS,"Las Vegas, NV",ELP,"El Paso, TX"
LAS,"Las Vegas, NV",OMA,"Omaha, NE"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BWI,"Baltimore, MD"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",GEG,"Spokane, WA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",RNO,"Reno, NV"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",LBB,"Lubbock, TX"
LAS,"Las Vegas, NV",MAF,"Midland/Odessa, TX"
LAS,"Las Vegas, NV",AMA,"Amarillo, TX"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",BHM,"Birmingham, AL"
LAS,"Las Vegas, NV",DAL,"Dallas, TX"
LAS,"Las Vegas, NV",HOU,"Houston, TX"
LAS,"Las Vegas, NV",MSY,"New Orleans, LA"
LAS,"Las Vegas, NV",PIT,"Pittsburgh, PA"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",TUL,"Tulsa, OK"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",MDW,"Chicago, IL"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",TUS,"Tucson, AZ"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",ICT,"Wichita, KS"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",SDF,"Louisville, KY"
LAS,"Las Vegas, NV",DSM,"Des Moines, IA"
LAS,"Las Vegas, NV",OKC,"Oklahoma City, OK"
LAS,"Las Vegas, NV",LIT,"Little Rock, AR"
LAS,"Las Vegas, NV",OPF,"Miami, FL"
LAS,"Las Vegas, NV",TKF,"Truckee, CA"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",BTM,"Butte, MT"
LAS,"Las Vegas, NV",TEB,"Teterboro, NJ"
LAS,"Las Vegas, NV",VNY,"Van Nuys, CA"
LAS,"Las Vegas, NV",STS,"Santa Rosa, CA"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",LIT,"Little Rock, AR"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",DCA,"Washington, DC"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",MIA,"Miami, FL"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",AMA,"Amarillo, TX"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",CLT,"Charlotte, NC"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",CMH,"Columbus, OH"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BWI,"Baltimore, MD"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",MSY,"New Orleans, LA"
LAS,"Las Vegas, NV",PIT,"Pittsburgh, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",CLE,"Cleveland, OH"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",CMH,"Columbus, OH"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",SMF,"Sacramento, CA"
LAS,"Las Vegas, NV",TPA,"Tampa, FL"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",SAN,"San Diego, CA"
LAS,"Las Vegas, NV",BWI,"Baltimore, MD"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",IND,"Indianapolis, IN"
LAS,"Las Vegas, NV",PHL,"Philadelphia, PA"
LAS,"Las Vegas, NV",MSY,"New Orleans, LA"
LAS,"Las Vegas, NV",PIT,"Pittsburgh, PA"
LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX"
LAS,"Las Vegas, NV",BNA,"Nashville, TN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",FLL,"Fort Lauderdale, FL"
LAS,"Las Vegas, NV",BUR,"Burbank, CA"
LAS,"Las Vegas, NV",AUS,"Austin, TX"
LAS,"Las Vegas, NV",SNA,"Santa Ana, CA"
LAS,"Las Vegas, NV",MCI,"Kansas City, MO"
LAS,"Las Vegas, NV",MCO,"Orlando, FL"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",PDX,"Portland, OR"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SJC,"San Jose, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",PAE,"Everett, WA"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",CVG,"Cincinnati, OH"
LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT"
LAS,"Las Vegas, NV",MSP,"Minneapolis, MN"
LAS,"Las Vegas, NV",SEA,"Seattle, WA"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",JFK,"New York, NY"
LAS,"Las Vegas, NV",DTW,"Detroit, MI"
LAS,"Las Vegas, NV",ATL,"Atlanta, GA"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",PHX,"Phoenix, AZ"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",IAD,"Washington, DC"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAS,"Las Vegas, NV",ORD,"Chicago, IL"
LAS,"Las Vegas, NV",IAH,"Houston, TX"
LAS,"Las Vegas, NV",EWR,"Newark, NJ"
LAS,"Las Vegas, NV",DEN,"Denver, CO"
LAS,"Las Vegas, NV",OAK,"Oakland, CA"
LAS,"Las Vegas, NV",MKE,"Milwaukee, WI"
LAS,"Las Vegas, NV",ABQ,"Albuquerque, NM"
LAS,"Las Vegas, NV",IAD,"Washington, DC"
LAS,"Las Vegas, NV",LAX,"Los Angeles, CA"
LAS,"Las Vegas, NV",SFO,"San Francisco, CA"
LAW,"Lawton/Fort Sill, OK",DFW,"Dallas/Fort Worth, TX"
LAW,"Lawton/Fort Sill, OK",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",ONT,"Ontario, CA"
LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX"
LAX,"Los Angeles, CA",SDF,"Louisville, KY"
LAX,"Los Angeles, CA",ONT,"Ontario, CA"
LAX,"Los Angeles, CA",ONT,"Ontario, CA"
LAX,"Los Angeles, CA",SDF,"Louisville, KY"
LAX,"Los Angeles, CA",ONT,"Ontario, CA"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",UT1,"Heber, UT"
LAX,"Los Angeles, CA",VNY,"Van Nuys, CA"
LAX,"Los Angeles, CA",GEG,"Spokane, WA"
LAX,"Los Angeles, CA",VNY,"Van Nuys, CA"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",OGG,"Kahului, HI"
LAX,"Los Angeles, CA",HNL,"Honolulu, HI"
LAX,"Los Angeles, CA",OGG,"Kahului, HI"
LAX,"Los Angeles, CA",BRO,"Brownsville, TX"
LAX,"Los Angeles, CA",BRO,"Brownsville, TX"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",OAK,"Oakland, CA"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",CVG,"Cincinnati, OH"
LAX,"Los Angeles, CA",BOI,"Boise, ID"
LAX,"Los Angeles, CA",PVU,"Provo, UT"
LAX,"Los Angeles, CA",EUG,"Eugene, OR"
LAX,"Los Angeles, CA",SGF,"Springfield, MO"
LAX,"Los Angeles, CA",BLI,"Bellingham, WA"
LAX,"Los Angeles, CA",MEM,"Memphis, TN"
LAX,"Los Angeles, CA",TUL,"Tulsa, OK"
LAX,"Los Angeles, CA",MFR,"Medford, OR"
LAX,"Los Angeles, CA",CVG,"Cincinnati, OH"
LAX,"Los Angeles, CA",BOI,"Boise, ID"
LAX,"Los Angeles, CA",SAT,"San Antonio, TX"
LAX,"Los Angeles, CA",MTJ,"Montrose/Delta, CO"
LAX,"Los Angeles, CA",FAT,"Fresno, CA"
LAX,"Los Angeles, CA",PIH,"Pocatello, ID"
LAX,"Los Angeles, CA",ONT,"Ontario, CA"
LAX,"Los Angeles, CA",PSP,"Palm Springs, CA"
LAX,"Los Angeles, CA",SMF,"Sacramento, CA"
LAX,"Los Angeles, CA",STS,"Santa Rosa, CA"
LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT"
LAX,"Los Angeles, CA",LAS,"Las Vegas, NV"
LAX,"Los Angeles, CA",SAN,"San Diego, CA"
LAX,"Los Angeles, CA",GEG,"Spokane, WA"
LAX,"Los Angeles, CA",EUG,"Eugene, OR"
LAX,"Los Angeles, CA",SEA,"Seattle, WA"
LAX,"Los Angeles, CA",RNO,"Reno, NV"
LAX,"Los Angeles, CA",PDX,"Portland, OR"
LAX,"Los Angeles, CA",RDM,"Bend/Redmond, OR"
LAX,"Los Angeles, CA",GTF,"Great Falls, MT"
LAX,"Los Angeles, CA",ABQ,"Albuquerque, NM"
LAX,"Los Angeles, CA",EGE,"Eagle, CO"
LAX,"Los Angeles, CA",JAC,"Jackson, WY"
LAX,"Los Angeles, CA",DAL,"Dallas, TX"
LAX,"Los Angeles, CA",SJC,"San Jose, CA"
LAX,"Los Angeles, CA",BZN,"Bozeman, MT"
LAX,"Los Angeles, CA",PHX,"Phoenix, AZ"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",AUS,"Austin, TX"
LAX,"Los Angeles, CA",MRY,"Monterey, CA"
LAX,"Los Angeles, CA",TWF,"Twin Falls, ID"
LAX,"Los Angeles, CA",MFR,"Medford, OR"
LAX,"Los Angeles, CA",SUN,"Sun Valley/Hailey/Ketchum, ID"
LAX,"Los Angeles, CA",HDN,"Hayden, CO"
LAX,"Los Angeles, CA",TUS,"Tucson, AZ"
LAX,"Los Angeles, CA",MCI,"Kansas City, MO"
LAX,"Los Angeles, CA",ACV,"Arcata/Eureka, CA"
LAX,"Los Angeles, CA",PSP,"Palm Springs, CA"
LAX,"Los Angeles, CA",BOI,"Boise, ID"
LAX,"Los Angeles, CA",FAT,"Fresno, CA"
LAX,"Los Angeles, CA",PSP,"Palm Springs, CA"
LAX,"Los Angeles, CA",SMF,"Sacramento, CA"
LAX,"Los Angeles, CA",PRC,"Prescott, AZ"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
LAX,"Los Angeles, CA",EUG,"Eugene, OR"
LAX,"Los Angeles, CA",RNO,"Reno, NV"
LAX,"Los Angeles, CA",RDM,"Bend/Redmond, OR"
LAX,"Los Angeles, CA",SFO,"San Francisco, CA"
LAX,"Los Angeles, CA",MRY,"Monterey, CA"
LAX,"Los Angeles, CA",SBP,"San Luis Obispo, CA"
LAX,"Los Angeles, CA",FAT,"Fresno, CA"
LAX,"Los Angeles, CA",PSP,"Palm Springs, CA"
LAX,"Los Angeles, CA",DEN,"Denver, CO"
